fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,faixa_qualidade,PC1,PC2
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7,red,Alta,-2.331328191200138,-0.7531971404595339
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,red,Média,-3.079873693699208,-0.7631521698620409
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5,red,Média,-1.6867815947141227,0.06423983883404841
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,red,Média,-3.079873693699208,-0.7631521698620409
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6,red,Média,-2.7521557951457476,0.8996017258309327
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6,red,Média,-2.183507526404166,0.8938175144453182
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6,red,Média,-1.7201054118058954,0.07034356238839189
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,red,Média,-2.36066130704065,0.9002267153355079
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6,red,Média,-1.0728727503495223,-0.365150641408937
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6,red,Média,-2.5268557067304673,0.2283291315796286
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,red,Média,-1.862248418222408,0.19732888649270802
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,red,Média,-3.064082719570098,1.5977373939349448
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,red,Média,-3.064082719570098,1.5977373939349448
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,6,red,Média,-1.2335782470853864,0.7352192457691199
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,6,red,Média,-2.8500864553115632,0.556730060067536
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6,red,Média,-3.357415601259443,2.6554031061606262
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,red,Média,-1.8775688991917794,1.7362178720449986
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,red,Média,-1.4558469804606147,0.6371222124055684
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,red,Média,-3.501850134357717,1.3381848448442637
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,red,Alta,-1.740161051473239,-3.5726546806765125
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,red,Média,-1.8966971667283565,0.6493295987523442
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,red,Média,-1.5787728030941022,-0.6710601502303486
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,red,Média,-2.1272898753616563,0.04783757816920714
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,red,Média,-1.8966971667283565,0.6493295987523442
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4,red,Baixa,-1.506694023852107,0.9558131814998555
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,red,Média,-2.7259419699695537,-2.540615908572585
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,red,Baixa,0.018056630111110805,-0.09073880548112283
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,red,Média,-2.974563285821474,0.1529747217625374
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,red,Média,-2.7259419699695537,-2.540615908572585
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,red,Baixa,-3.1691207819076426,0.37715748253835785
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,red,Baixa,-2.6903332740914547,-1.5745682360447946
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,red,Média,-1.0977860801032628,0.3542258817489982
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,red,Média,-1.5165881624723887,1.5295210318972883
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,red,Média,-1.8635022894475073,-0.6311311933387759
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,red,Média,-2.4619316262422406,1.0819551636340308
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,red,Média,1.9571153811400894,1.1993666507669734
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,red,Média,-2.903223868322113,-0.1386849663038999
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,red,Média,-2.4236248935685354,-0.0823629389413708
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,red,Média,-2.903223868322113,-0.1386849663038999
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,red,Média,-2.1210556221040786,-0.45716871293619876
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,red,Média,-2.5330919462862704,-0.7762081779257922
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,red,Média,-2.5330919462862704,-0.7762081779257922
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,red,Média,-1.9669783664565066,0.3271051957594926
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,5,red,Média,-3.8704261552342536,-0.016533737054401317
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,red,Média,-3.6260469367716834,-0.07532861096805499
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,red,Média,-3.2136611344789983,-0.241099437895813
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,red,Média,-1.899216537155244,-1.630081704242977
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5,red,Média,-0.9489252134825885,0.549519108002177
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,red,Média,-2.2269836763786284,0.19530906902811054
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,red,Média,-3.305894875136999,-0.6610525660475767
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,red,Média,-3.305894875136999,-0.6610525660475767
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,5,red,Média,-5.742686804250369,5.027209708591656
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4,red,Baixa,-3.8055780257168688,-1.4178579351557035
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,red,Média,-1.5463545796258709,1.6040855991842127
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4,red,Baixa,-3.3394524225943476,0.4509034087046287
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,red,Média,-1.9548134445864518,-0.5402140853717476
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,red,Média,-2.6066836996533036,-0.3977229589049793
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,red,Média,-2.6066836996533036,-0.3977229589049793
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6,red,Média,-2.859181346275626,1.0108066193737046
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,red,Média,-1.6960687015193667,0.22472568925487435
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,red,Alta,-1.6708272500321726,-3.3559019839223954
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,red,Média,-1.7691801412933124,-3.903578146156223
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,red,Média,-1.4384319838166004,-1.4409043125141268
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,red,Média,-1.8254685392759156,-1.7444253539646473
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,red,Média,-1.2227012892077853,0.32213944482604895
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,red,Média,-2.5249156391278804,-0.5080005993321594
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,red,Média,-2.2958210436485222,0.7920097393617352
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,red,Baixa,-1.9683149484802853,-0.36324880098263007
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,red,Média,-3.7102116779520027,0.040727834288871695
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,red,Média,-2.2958210436485222,0.7920097393617352
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,red,Alta,-2.2445714800744,-0.18731085844165798
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,red,Média,-1.8131988615972643,-0.19619380837343878
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,red,Média,-1.8131988615972643,-0.19619380837343878
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,red,Média,-3.739754499163902,-0.28041486005363747
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,red,Média,-2.60509899142169,1.0966308789791392
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,red,Média,-1.8680064328402866,-0.8576109865090751
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5,red,Média,-2.189505015251279,1.7004411401200898
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6,red,Média,-0.9840366457688929,-1.504414608555625
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5,red,Média,-2.46562309428188,-2.202474138256105
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,red,Média,-2.599440793168498,1.6425033833299796
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,red,Média,-2.599440793168498,1.6425033833299796
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,red,Média,-3.7450891046754107,-0.6541819209935475
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,red,Média,-2.691729874701961,0.15042025079880478
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6,red,Média,-2.2101198380855407,-2.341379140331601
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4,red,Baixa,-3.386504658579693,-0.06578436852973293
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,red,Média,-2.691729874701961,0.15042025079880478
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,red,Média,-0.8713794437142707,0.3499979434765928
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,red,Média,-0.8713794437142707,0.3499979434765928
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,red,Média,-2.345687065226259,-1.6289775560741973
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,red,Média,-2.5481854175446896,-2.7435411593736747
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,3,red,Baixa,-5.850375840052864,-0.3925146304083678
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6,red,Média,-3.107012491185152,-2.518500351190321
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,red,Média,-3.734052247579198,-0.7389127055075091
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,red,Média,-2.945963302282595,0.03544884552087543
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,red,Média,-1.3104963074201401,-0.07189484603007765
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,red,Média,-1.9996120505313084,0.7013856031592559
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,red,Média,-1.6399705343407334,0.37312011332972855
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,red,Média,-2.5843743533651855,1.5352688675008954
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,red,Baixa,-2.4927122924067873,-0.9132834869465635
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,red,Média,-2.5843743533651855,1.5352688675008954
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,red,Média,-1.978504228283641,0.2649133359186929
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,red,Média,-1.6399705343407334,0.37312011332972855
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,red,Média,-2.1234998981061937,-2.0941895469843663
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,red,Média,-3.783742843177823,0.02734343140691368
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,red,Média,-1.5142574070819794,-0.19927027736973454
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,red,Média,-1.3565028977788725,-0.16959443807271182
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,red,Média,-1.953138704691015,0.551759945275871
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,red,Média,-3.095319389315336,-3.4164018779156677
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,red,Média,-2.6897925496596895,0.6379221715033945
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,red,Média,-1.953138704691015,0.551759945275871
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6,red,Média,-6.41285810764118,5.7473963709448315
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,red,Média,-2.850171091342373,1.6206888147267677
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,red,Média,-3.0144748068297913,-3.5137546628327816
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,red,Média,-1.876221025619408,-0.46173186558441986
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,red,Alta,-1.9451586090528712,0.3543427901632221
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,Média,-2.037362483466656,-0.6753263941346552
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,Média,-2.037362483466656,-0.6753263941346552
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,Média,-2.037362483466656,-0.6753263941346552
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,Média,-2.037362483466656,-0.6753263941346552
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5,red,Média,-2.042564017825509,-0.2973668558944854
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,red,Média,-1.8617169213457947,0.453519108225653
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,red,Média,-1.8617169213457947,0.453519108225653
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5,red,Média,-2.283921168535041,1.3075932484917008
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6,red,Média,-1.9621663500848516,0.09926511347553038
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5,red,Média,-2.9015611322524366,1.1611101778968762
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,5,red,Média,-4.404026724244062,0.28465646315745446
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6,red,Média,-2.4806004515470357,-1.8529883572737327
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,red,Média,-1.7914910784944726,-1.1408365353913996
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,red,Média,-1.7914910784944726,-1.1408365353913996
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,red,Média,-1.7914910784944726,-1.1408365353913996
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,red,Média,-2.590609531429982,-0.6255760916640114
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,red,Média,-2.590609531429982,-0.6255760916640114
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,red,Média,-2.590609531429982,-0.6255760916640114
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6,red,Média,-2.5621869049707353,-0.45486852531960703
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,red,Média,-2.590609531429982,-0.6255760916640114
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5,red,Média,-2.619986443718103,1.612639896194636
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6,red,Média,-2.079403212915657,0.049722590126952425
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,5,red,Média,-2.8311368792644966,-1.8840207225124581
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,red,Média,-2.7438910733815978,-0.3902674134965015
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,red,Média,-2.7438910733815978,-0.3902674134965015
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,5,red,Média,-2.2754091615266527,-0.8678324053742064
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5,red,Média,-1.9438327511474727,0.7727639405899082
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6,red,Média,-2.4446871037991897,-1.6908078428762288
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,red,Média,-2.5789647026969726,-0.1419700672724094
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,red,Média,-2.5789647026969726,-0.1419700672724094
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5,red,Média,-2.681165576418366,-0.45995552385989263
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,red,Média,-1.580262394055893,-0.8545192798940164
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,red,Média,-1.6672168747438112,-0.8782462523737449
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6,red,Média,-1.88277786476151,-0.437410966930733
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,5,red,Média,-1.5574729941613938,1.8613156144948952
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,red,Média,-3.152209156967219,1.8202498995202099
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,5,red,Média,-2.893787643432496,0.7968538224355324
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,5,red,Média,-3.319731189378222,0.6102889729555998
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,red,Média,-3.152209156967219,1.8202498995202099
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4,red,Baixa,-2.7260739634428766,0.5588842054135589
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6,red,Média,-3.070732594508065,-1.2826994131919993
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,5,red,Média,-2.7334671386201816,0.8688632494504173
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5,red,Média,-2.8230330416680873,0.04981614532895753
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6,red,Média,-2.9851466205726225,1.0502964001705404
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,red,Média,-2.32597202503193,0.7137563681942506
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4,red,Baixa,-2.4982143987663465,-1.4709148333183124
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,red,Média,-6.4689120790245,5.011482515961235
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6,red,Média,-3.9231957219089124,0.8714005126745917
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,red,Média,-6.4689120790245,5.011482515961235
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5,red,Média,-1.6982850830372749,1.304045222125128
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3,red,Baixa,-4.619236353836622,0.9313163588498609
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,5,red,Média,-1.6264845664842236,0.26237033489684575
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,red,Média,-3.088555829961149,0.1432760884915858
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,6,red,Média,-1.944404531637821,-1.5886167235380817
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6,red,Média,-2.135731946113072,-0.16973967173015866
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,red,Média,-2.802497098757228,-0.5820823264998525
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,red,Média,-2.802497098757228,-0.5820823264998525
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5,red,Média,-3.100442692563524,-0.4724983734571002
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,red,Média,-1.558720742308555,0.4729363852428232
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,red,Média,-1.558720742308555,0.4729363852428232
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,red,Média,-2.219904959236792,0.5887307330667013
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5,red,Média,-1.5527183682203136,1.1276931080589678
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,red,Média,-3.141056754999992,0.17746402437742465
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,red,Média,-3.141056754999992,0.17746402437742465
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,red,Média,-2.4307249548701044,0.5696335211204828
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5,red,Média,-0.6659560722489195,0.08851622806076226
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,red,Média,-2.3875422993420328,-2.5716318683937507
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,red,Média,-3.166045541201146,-0.10079851122149153
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,red,Média,-2.5412955576787173,-0.6757743230497052
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5,red,Média,-1.8573318496432263,0.17093274900308877
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5,red,Média,-1.2357982709161808,0.3208696558098426
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6,red,Média,-3.8248337015932057,0.7451791285430348
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5,red,Média,-3.7884187875904716,0.7532316490016088
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5,red,Média,-1.586167518845039,0.2862726086442925
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7,red,Alta,-2.9872953043145807,-0.26679247427579755
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6,red,Média,-3.359244212104256,-0.8476483087482732
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,red,Média,-1.2448267960527095,0.705125234083201
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,red,Média,-1.2448267960527095,0.705125234083201
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6,red,Média,-2.434546024628576,-0.5974553324203986
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,8,red,Alta,-2.978159195912683,0.4383770625059584
